CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_NIVEL_CIRCULA,CONDICION_VIENTO,id
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21001
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21002
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21003
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21004
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21005
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21006
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21007
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21008
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21009
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21010
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21011
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21012
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Se desconoce,,21013
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21014
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21015
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21016
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,21017
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21018
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21019
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,21020
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel verde,,21021
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,21022
Mojado,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21023
Mojado,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21024
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21025
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21026
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21027
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21028
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Se desconoce,,21029
Seco y limpio,"Luz del día natural, solar",Despejado,Niebla ligera,Nivel blanco,,21030
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21031
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21032
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Nublado,,Se desconoce,,21033
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21034
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Se desconoce,,21035
Mojado,Sin luz natural ni artificial,Nublado,,Nivel blanco,,21036
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21037
Mojado,"Luz del día natural, solar",Nublado,,Se desconoce,,21038
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21039
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,21040
Mojado,"Luz del día natural, solar",Nublado,,Se desconoce,,21041
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21042
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21043
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Se desconoce,,21044
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,21045
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21046
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21047
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21048
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21049
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21050
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Se desconoce,,21051
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21052
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,Viento fuerte,21053
Mojado,"Luz del día natural, solar",Lluvia débil,,Se desconoce,,21054
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,21055
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,21056
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21057
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21058
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21059
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21060
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Se desconoce,,21061
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,21062
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,21063
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,21064
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21065
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,21066
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21067
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21068
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,21069
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21070
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21071
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21072
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21073
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21074
Mojado,"Amanecer o atardecer, sin luz artificial",Nublado,,Se desconoce,,21075
Mojado,"Amanecer o atardecer, sin luz artificial",Lluvia débil,,Se desconoce,,21076
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21077
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21078
Mojado,"Amanecer o atardecer, sin luz artificial",Nublado,,Se desconoce,,21079
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,21080
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,21081
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21082
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21083
Mojado,"Luz del día natural, solar",Nublado,,Se desconoce,,21084
Mojado,"Luz del día natural, solar",Lluvia débil,,Se desconoce,,21085
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21086
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,21087
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21088
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21089
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel verde,,21090
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21091
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21092
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21093
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21094
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,21095
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21096
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21097
Seco y limpio,"Luz del día natural, solar",Lluvia débil,,Se desconoce,,21098
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Nublado,,Se desconoce,,21099
Mojado,"Luz del día natural, solar",Lluvia débil,,Se desconoce,Viento fuerte,21100
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21101
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,21102
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,21103
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21104
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21105
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21106
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21107
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,21108
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Se desconoce,,21109
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,Viento fuerte,21110
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21111
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21112
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21113
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21114
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21115
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21116
Seco y limpio,Sin luz natural y con iluminación artificial encen,Nublado,,Se desconoce,,21117
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21118
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21119
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21120
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21121
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,21122
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21123
Seco y limpio,Sin luz natural ni artificial,Nublado,,Se desconoce,,21124
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,21125
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21126
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21127
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21128
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,21129
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21130
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,21131
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21132
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,21133
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21134
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21135
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21136
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21137
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,21138
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21139
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21140
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21141
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21142
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21143
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21144
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,21145
Seco y limpio,"Luz del día natural, solar",Lluvia fuerte,,Se desconoce,,21146
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21147
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21148
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21149
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21150
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,21151
Sin especificar,Sin especificar,Se desconoce,,Se desconoce,,21152
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21153
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21154
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,21155
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21156
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,21157
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21158
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21159
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21160
Con aceite,"Luz del día natural, solar",Despejado,,Nivel verde,,21161
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,Viento fuerte,21162
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,21163
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21164
Seco y limpio,Sin luz natural ni artificial,Despejado,,Se desconoce,,21165
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Se desconoce,,21166
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21167
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21168
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Se desconoce,,21169
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21170
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,21171
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21172
Seco y limpio,Sin luz natural ni artificial,Despejado,,Se desconoce,,21173
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21174
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21175
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21176
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21177
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21178
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21179
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21180
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21181
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21182
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21183
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Se desconoce,,21184
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Se desconoce,,21185
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21186
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21187
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,Viento fuerte,21188
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21189
Otra,"Luz del día natural, solar",Despejado,,Se desconoce,,21190
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21191
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21192
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Se desconoce,,21193
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel negro,,21194
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Se desconoce,,21195
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21196
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21197
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21198
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,21199
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Nivel blanco,,21200
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21201
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21202
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21203
Con aceite,"Amanecer o atardecer, con luz artificial",Despejado,,Se desconoce,,21204
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21205
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21206
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,21207
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21208
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21209
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21210
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21211
Con barro o gravilla suelta,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,21212
