CARRETERA_CRUCE,CARRETERA,TIPO_VIA,TITULARIDAD_VIA,SENTIDO_1F,id
,No inventariada,Calle,Municipal,Se desconoce,24261
,No inventariada,Calle,Municipal,Se desconoce,24262
,No inventariada,Calle,Municipal,Se desconoce,24263
,No inventariada,Calle,Municipal,Se desconoce,24264
,No inventariada,Calle,Municipal,Se desconoce,24265
,No inventariada,Calle,Municipal,Se desconoce,24266
,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,24267
,No inventariada,Calle,Municipal,Se desconoce,24268
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,24269
,No inventariada,Calle,Municipal,Se desconoce,24270
N-332a,N-332,Vía para automóviles,Estatal,Descendente,24271
,No inventariada,Calle,Municipal,Se desconoce,24272
,No inventariada,Calle,Municipal,Se desconoce,24273
,No inventariada,Calle,Municipal,Se desconoce,24274
,No inventariada,Calle,Municipal,Se desconoce,24275
,No inventariada,Calle,Municipal,Se desconoce,24276
,No inventariada,Calle,Municipal,Se desconoce,24277
,No inventariada,Calle,Municipal,Se desconoce,24278
,No inventariada,Calle,Municipal,Se desconoce,24279
,No inventariada,Calle,Municipal,Se desconoce,24280
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,24281
,No inventariada,Calle,Municipal,Se desconoce,24282
CV-70,CV-70,Carretera Convencional de doble calzada,Autonómica,Ascendente,24283
,No inventariada,Calle,Municipal,Se desconoce,24284
,No inventariada,Calle,Municipal,Se desconoce,24285
,No inventariada,Calle,Municipal,Se desconoce,24286
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,24287
,No inventariada,Calle,Municipal,Se desconoce,24288
,No inventariada,Calle,Municipal,Se desconoce,24289
,No inventariada,Calle,Municipal,Se desconoce,24290
,No inventariada,Calle,Municipal,Se desconoce,24291
,No inventariada,Calle,Municipal,Se desconoce,24292
,No inventariada,Calle,Municipal,Se desconoce,24293
,No inventariada,Calle,Municipal,Se desconoce,24294
,No inventariada,Calle,Municipal,Se desconoce,24295
,N-332,Ramal de enlace,Estatal,Descendente,24296
,No inventariada,Calle,Municipal,Se desconoce,24297
,No inventariada,Calle,Municipal,Se desconoce,24298
,No inventariada,Calle,Municipal,Se desconoce,24299
,CV-70,Carretera Convencional de doble calzada,Autonómica,Ascendente,24300
,No inventariada,Calle,Municipal,Se desconoce,24301
,No inventariada,Calle,Municipal,Se desconoce,24302
,No inventariada,Calle,Municipal,Se desconoce,24303
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,24304
,No inventariada,Calle,Municipal,Se desconoce,24305
,No inventariada,Calle,Municipal,Se desconoce,24306
,No inventariada,Calle,Municipal,Se desconoce,24307
,No inventariada,Recinto delimitado,Otra,Se desconoce,24308
,No inventariada,Calle,Municipal,Se desconoce,24309
,No inventariada,Calle,Municipal,Se desconoce,24310
,No inventariada,Calle,Municipal,Se desconoce,24311
,No inventariada,Calle,Municipal,Se desconoce,24312
,No inventariada,Calle,Municipal,Se desconoce,24313
,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,24314
,No inventariada,Calle,Municipal,Se desconoce,24315
,No inventariada,Calle,Municipal,Se desconoce,24316
,No inventariada,Calle,Municipal,Se desconoce,24317
,No inventariada,Calle,Municipal,Se desconoce,24318
,No inventariada,Calle,Municipal,Se desconoce,24319
N-332,CV-70,Carretera Convencional de calzada única,Autonómica,Descendente,24320
,No inventariada,Calle,Municipal,Se desconoce,24321
,No inventariada,Calle,Municipal,Se desconoce,24322
,No inventariada,Calle,Municipal,Se desconoce,24323
CV-70,N-332,Carretera Convencional de calzada única,Estatal,Descendente,24324
,No inventariada,Calle,Municipal,Se desconoce,24325
,No inventariada,Calle,Municipal,Se desconoce,24326
,No inventariada,Calle,Municipal,Se desconoce,24327
,No inventariada,Calle,Municipal,Se desconoce,24328
,No inventariada,Otro,Municipal,Se desconoce,24329
,No inventariada,Calle,Municipal,Se desconoce,24330
,No inventariada,Calle,Municipal,Se desconoce,24331
,No inventariada,Calle,Municipal,Se desconoce,24332
,No inventariada,Calle,Municipal,Se desconoce,24333
,No inventariada,Calle,Municipal,Se desconoce,24334
,No inventariada,Calle,Municipal,Se desconoce,24335
AP-7,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,24336
,No inventariada,Calle,Municipal,Se desconoce,24337
,No inventariada,Calle,Municipal,Se desconoce,24338
,No inventariada,Calle,Municipal,Se desconoce,24339
,No inventariada,Calle,Municipal,Se desconoce,24340
,No inventariada,Calle,Municipal,Se desconoce,24341
,No inventariada,Calle,Municipal,Se desconoce,24342
,No inventariada,Calle,Municipal,Se desconoce,24343
,No inventariada,Calle,Municipal,Se desconoce,24344
,No inventariada,Calle,Municipal,Se desconoce,24345
,No inventariada,Calle,Municipal,Se desconoce,24346
,No inventariada,Calle,Municipal,Se desconoce,24347
,No inventariada,Calle,Municipal,Se desconoce,24348
,No inventariada,Calle,Municipal,Se desconoce,24349
,No inventariada,Calle,Municipal,Se desconoce,24350
,No inventariada,Calle,Municipal,Se desconoce,24351
,No inventariada,Calle,Municipal,Se desconoce,24352
,No inventariada,Calle,Municipal,Se desconoce,24353
,No inventariada,Calle,Municipal,Se desconoce,24354
,No inventariada,Calle,Municipal,Se desconoce,24355
,No inventariada,Calle,Municipal,Se desconoce,24356
,No inventariada,Calle,Municipal,Se desconoce,24357
,No inventariada,Calle,Municipal,Se desconoce,24358
,No inventariada,Calle,Municipal,Se desconoce,24359
,No inventariada,Calle,Municipal,Se desconoce,24360
,No inventariada,Calle,Municipal,Se desconoce,24361
,No inventariada,Calle,Municipal,Se desconoce,24362
,No inventariada,Calle,Municipal,Se desconoce,24363
,CV-70,Carretera Convencional de calzada única,Autonómica,Ambos,24364
,CV-758,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,24365
,No inventariada,Calle,Municipal,Se desconoce,24366
,No inventariada,Calle,Municipal,Se desconoce,24367
,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,24368
,No inventariada,Calle,Municipal,Se desconoce,24369
,No inventariada,Calle,Municipal,Se desconoce,24370
,No inventariada,Calle,Municipal,Se desconoce,24371
,No inventariada,Calle,Municipal,Se desconoce,24372
,No inventariada,Calle,Municipal,Se desconoce,24373
,No inventariada,Calle,Municipal,Se desconoce,24374
,No inventariada,Calle,Municipal,Se desconoce,24375
,No inventariada,Calle,Municipal,Se desconoce,24376
,No inventariada,Calle,Municipal,Se desconoce,24377
,No inventariada,Calle,Municipal,Se desconoce,24378
,No inventariada,Calle,Municipal,Se desconoce,24379
,No inventariada,Calle,Municipal,Se desconoce,24380
,No inventariada,Calle,Municipal,Se desconoce,24381
,AP-7,Autopista libre,Estatal,Descendente,24382
,No inventariada,Calle,Municipal,Se desconoce,24383
,No inventariada,Calle,Municipal,Se desconoce,24384
,No inventariada,Calle,Municipal,Se desconoce,24385
,No inventariada,Calle,Municipal,Se desconoce,24386
,No inventariada,Calle,Municipal,Se desconoce,24387
,No inventariada,Calle,Municipal,Se desconoce,24388
,No inventariada,Calle,Municipal,Se desconoce,24389
,No inventariada,Calle,Municipal,Se desconoce,24390
,No inventariada,Calle,Municipal,Se desconoce,24391
,No inventariada,Calle,Municipal,Se desconoce,24392
,No inventariada,Calle,Municipal,Se desconoce,24393
CV-70,N-332,Carretera Convencional de calzada única,Estatal,Descendente,24394
,No inventariada,Calle,Municipal,Se desconoce,24395
,No inventariada,Calle,Municipal,Se desconoce,24396
CV-763,CV-763,Carretera Convencional de doble calzada,Otra,Descendente,24397
,No inventariada,Calle,Municipal,Se desconoce,24398
,No inventariada,Calle,Municipal,Se desconoce,24399
,No inventariada,Calle,Municipal,Se desconoce,24400
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,24401
,CV-70,Carretera Convencional de calzada única,Autonómica,Ascendente,24402
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,24403
,No inventariada,Calle,Municipal,Se desconoce,24404
,No inventariada,Calle,Municipal,Se desconoce,24405
,No inventariada,Calle,Municipal,Se desconoce,24406
,N-332,Ramal de enlace,Estatal,Ascendente,24407
,No inventariada,Calle,Municipal,Se desconoce,24408
,No inventariada,Calle,Municipal,Se desconoce,24409
,No inventariada,Calle,Municipal,Se desconoce,24410
,No inventariada,Calle,Municipal,Se desconoce,24411
,No inventariada,Calle,Municipal,Se desconoce,24412
,No inventariada,Calle,Municipal,Se desconoce,24413
,No inventariada,Calle,Municipal,Se desconoce,24414
,No inventariada,Calle,Municipal,Se desconoce,24415
,No inventariada,Calle,Municipal,Se desconoce,24416
,No inventariada,Calle,Municipal,Se desconoce,24417
,VIALES TER,Otro,Municipal,Ascendente,24418
,No inventariada,Calle,Municipal,Se desconoce,24419
,No inventariada,Calle,Municipal,Se desconoce,24420
,No inventariada,Calle,Municipal,Se desconoce,24421
N-332,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,24422
,No inventariada,Calle,Municipal,Se desconoce,24423
,No inventariada,Calle,Municipal,Se desconoce,24424
,No inventariada,Calle,Municipal,Se desconoce,24425
,CV-70,Carretera Convencional de doble calzada,Autonómica,Descendente,24426
,No inventariada,Calle,Municipal,Se desconoce,24427
,No inventariada,Calle,Municipal,Se desconoce,24428
,No inventariada,Calle,Municipal,Se desconoce,24429
,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,24430
,No inventariada,Calle,Municipal,Se desconoce,24431
,No inventariada,Calle,Municipal,Se desconoce,24432
,No inventariada,Calle,Municipal,Se desconoce,24433
,No inventariada,Calle,Municipal,Se desconoce,24434
,No inventariada,Calle,Municipal,Se desconoce,24435
,No inventariada,Calle,Municipal,Se desconoce,24436
,No inventariada,Calle,Municipal,Se desconoce,24437
,CV-70,Carretera Convencional de calzada única,Autonómica,Descendente,24438
,No inventariada,Calle,Municipal,Se desconoce,24439
,No inventariada,Calle,Municipal,Se desconoce,24440
,CV-767,Vía de servicio,Autonómica,Ascendente,24441
,No inventariada,Calle,Municipal,Se desconoce,24442
,No inventariada,Calle,Municipal,Se desconoce,24443
,No inventariada,Calle,Municipal,Se desconoce,24444
,CV-758,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,24445
,No inventariada,Calle,Municipal,Se desconoce,24446
,No inventariada,Calle,Municipal,Se desconoce,24447
,No inventariada,Calle,Municipal,Se desconoce,24448
,No inventariada,Calle,Municipal,Se desconoce,24449
,No inventariada,Calle,Municipal,Se desconoce,24450
,No inventariada,Calle,Municipal,Se desconoce,24451
,No inventariada,Calle,Municipal,Se desconoce,24452
,No inventariada,Calle,Municipal,Se desconoce,24453
,No inventariada,Calle,Municipal,Se desconoce,24454
,AP-7,Autopista libre,Estatal,Descendente,24455
,No inventariada,Calle,Municipal,Se desconoce,24456
,No inventariada,Calle,Municipal,Se desconoce,24457
,No inventariada,Calle,Municipal,Se desconoce,24458
,No inventariada,Calle,Municipal,Se desconoce,24459
,No inventariada,Calle,Municipal,Se desconoce,24460
,No inventariada,Calle,Municipal,Se desconoce,24461
,No inventariada,Calle,Municipal,Se desconoce,24462
,No inventariada,Calle,Municipal,Se desconoce,24463
,No inventariada,Calle,Municipal,Se desconoce,24464
AP-7,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,24465
,No inventariada,Calle,Municipal,Se desconoce,24466
,No inventariada,Calle,Municipal,Se desconoce,24467
,CV-787,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,24468
,CV-785,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,24469
,CV-780,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,24470
,CV-70,Carretera Convencional de calzada única,Autonómica,Descendente,24471
,CV-920,Carretera Convencional de calzada única,Autonómica,Descendente,24472
AP-7,CV-905,Carretera Convencional de calzada única,Autonómica,Ascendente,24473
,CV-940,Carretera Convencional de calzada única,Autonómica,Ascendente,24474
,No inventariada,Calle,Municipal,Se desconoce,24475
,CV-920,Carretera Convencional de calzada única,Autonómica,Descendente,24476
,No inventariada,Calle,"Provincial, Cabildo/Consell",Se desconoce,24477
,No inventariada,Calle,Municipal,Se desconoce,24478
,No inventariada,Calle,Municipal,Se desconoce,24479
,No inventariada,Calle,Municipal,Se desconoce,24480
,CV-710,Carretera Convencional de doble calzada,"Provincial, Cabildo/Consell",Ascendente,24481
,CV-70,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,24482
,CV-720,Carretera Convencional de calzada única,Autonómica,Ascendente,24483
CV-746,CV-746,Carretera Convencional de calzada única,Autonómica,Descendente,24484
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,24485
,CV-750,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,24486
,No inventariada,Calle,Municipal,Se desconoce,24487
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,24488
,CV-745,Carretera Convencional de calzada única,Autonómica,Descendente,24489
,CV-745,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,24490
,CAMINO VAL,Camino vecinal,Municipal,Ambos,24491
,AP-7,Autopista libre,Estatal,Ascendente,24492
,No inventariada,Calle,Municipal,Se desconoce,24493
,No inventariada,Calle,Municipal,Se desconoce,24494
,No inventariada,Calle,Municipal,Se desconoce,24495
,CV-7471,Carretera Convencional de calzada única,Municipal,Ambos,24496
,No inventariada,Otro,Municipal,Se desconoce,24497
,AP-7,Autopista libre,Estatal,Descendente,24498
,No inventariada,Calle,Municipal,Se desconoce,24499
,No inventariada,Calle,Municipal,Se desconoce,24500
,No inventariada,Otro,Municipal,Se desconoce,24501
,No inventariada,Otro,Municipal,Se desconoce,24502
CV-750,CV-750,Carretera Convencional de calzada única,Autonómica,Ascendente,24503
,CV-749,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,24504
N-332a,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,24505
,No inventariada,Otro,Municipal,Se desconoce,24506
,No inventariada,Otro,Municipal,Se desconoce,24507
CV-746,CV-746,Carretera Convencional de calzada única,Autonómica,Ambos,24508
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,24509
,N-332,Vía para automóviles,Estatal,Ascendente,24510
,AP-7,Autopista libre,Estatal,Descendente,24511
,No inventariada,Calle,Estatal,Se desconoce,24512
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,24513
,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,24514
,CV-7471,Carretera Convencional de calzada única,Municipal,Descendente,24515
,AP-7,Autopista libre,Estatal,Ascendente,24516
,AP-7,Autopista libre,Estatal,Ascendente,24517
,CV-746,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,24518
,CV-743,Carretera Convencional de calzada única,Autonómica,Ascendente,24519
,CV-747,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,24520
,CV-747,Carretera Convencional de doble calzada,Otra,Ascendente,24521
CV-747,CV-740,Carretera Convencional de calzada única,Autonómica,Ascendente,24522
,No inventariada,Calle,Municipal,Se desconoce,24523
,No inventariada,Calle,Municipal,Se desconoce,24524
,No inventariada,Calle,Municipal,Se desconoce,24525
,No inventariada,Calle,Municipal,Se desconoce,24526
,No inventariada,Calle,Municipal,Se desconoce,24527
CV-740,CV-740,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,24528
,No inventariada,Calle,Municipal,Se desconoce,24529
,No inventariada,Calle,Municipal,Se desconoce,24530
,CV-740,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,24531
,CV-737,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,24532
,CV-799,Carretera Convencional de calzada única,Autonómica,Ascendente,24533
,CV-799,Carretera Convencional de calzada única,Autonómica,Ascendente,24534
,CV-804,Carretera Convencional de doble calzada,Autonómica,Ascendente,24535
,CV-799,Carretera Convencional de calzada única,Autonómica,Descendente,24536
,CV-799,Carretera Convencional de calzada única,Autonómica,Descendente,24537
,No inventariada,Calle,Municipal,Se desconoce,24538
,No inventariada,Calle,Municipal,Se desconoce,24539
,CV-95,Carretera Convencional de doble calzada,Autonómica,Ascendente,24540
,No inventariada,Calle,Municipal,Se desconoce,24541
,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,24542
,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,24543
,CV-715,Carretera Convencional de calzada única,Autonómica,Ambos,24544
,CV-715,Carretera Convencional de calzada única,Autonómica,Descendente,24545
,CV-774,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,24546
,CV-774,Carretera Convencional de calzada única,Autonómica,Ascendente,24547
,CV-773,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,24548
,DEL PINO,Camino vecinal,Municipal,Ascendente,24549
,CV-773,Carretera Convencional de calzada única,Autonómica,Descendente,24550
