PRIORI_AGENTE,PRIORI_CIRCUNSTANCIAL,PRIORI_HORIZ_CEDA,PRIORI_HORIZ_STOP,PRIORI_SEMAFORO,PRIORI_VERT_CEDA,PRIORI_VERT_STOP,id
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20678
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20679
No,No,No,No,No,No,No,20680
No,No,No,No,Sí,No,No,20681
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20682
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20683
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20684
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20685
No,No,No,No,Sí,No,No,20686
No,No,No,No,No,No,Sí,20687
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20688
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20689
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20690
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20691
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20692
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20693
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20694
No,No,No,No,No,No,No,20695
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20696
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20697
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20698
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20699
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20700
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20701
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20702
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20703
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20704
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20705
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20706
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20707
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20708
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20709
No,No,Sí,No,No,Sí,No,20710
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20711
No,No,No,No,No,No,Sí,20712
No,No,No,No,No,No,No,20713
No,No,Sí,No,No,Sí,No,20714
No,No,No,No,No,No,Sí,20715
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20716
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20717
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20718
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20719
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20720
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20721
No,No,Sí,No,No,Sí,No,20722
No,No,Sí,No,No,Sí,No,20723
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20724
No,No,Sí,No,No,Sí,No,20725
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20726
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20727
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20728
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20729
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20730
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20731
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20732
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20733
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20734
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20735
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20736
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20737
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20738
No,No,Sí,No,No,Sí,No,20739
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20740
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20741
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20742
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20743
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20744
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20745
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20746
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20747
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20748
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20749
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20750
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20751
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20752
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20753
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20754
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20755
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20756
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20757
No,No,No,No,No,No,No,20758
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20759
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20760
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20761
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20762
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20763
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20764
No,No,No,No,No,No,No,20765
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20766
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20767
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20768
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20769
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20770
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20771
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20772
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20773
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20774
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20775
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20776
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20777
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20778
No,No,No,No,No,No,Sí,20779
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20780
No,No,No,No,No,No,No,20781
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20782
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20783
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20784
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20785
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20786
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20787
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20788
No,No,Sí,No,No,Sí,No,20789
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20790
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20791
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20792
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20793
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20794
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20795
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20796
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20797
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20798
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20799
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20800
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20801
No,No,Sí,No,No,Sí,No,20802
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20803
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20804
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20805
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20806
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20807
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20808
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20809
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20810
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20811
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20812
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20813
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20814
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20815
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20816
No,No,No,No,No,Sí,No,20817
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20818
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20819
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20820
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20821
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20822
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20823
Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,20824
